pair_name,disease1_name,disease1_id,disease2_name,disease2_id,RR_score
coronary_disease & head_and_neck_neoplasms,coronary_disease,74,head_and_neck_neoplasms,123,11.819525
hemorrhagic_disorders & leukemia,hemorrhagic_disorders,129,leukemia,154,11.651126
hemorrhagic_disorders & lipidoses,hemorrhagic_disorders,129,lipidoses,163,11.477559
metabolism_inborn_errors & stomatognathic_diseases,metabolism_inborn_errors,184,stomatognathic_diseases,279,11.346725
cranial_nerve_diseases & spinocerebellar_degenerations,cranial_nerve_diseases,75,spinocerebellar_degenerations,274,11.340507
anemia_aplastic & blood_platelet_disorders,anemia_aplastic,10,blood_platelet_disorders,31,11.251626
autoimmune_diseases & hypopigmentation,autoimmune_diseases,21,hypopigmentation,137,11.190021
arthritis & behcet_syndrome,arthritis,17,behcet_syndrome,26,11.054852
autoimmune_diseases & blood_platelet_disorders,autoimmune_diseases,21,blood_platelet_disorders,31,10.972693
alzheimer_disease & dementia,alzheimer_disease,6,dementia,81,10.949978
behcet_syndrome & spinocerebellar_ataxias,behcet_syndrome,26,spinocerebellar_ataxias,273,10.902473
anemia_aplastic & autoimmune_diseases,anemia_aplastic,10,autoimmune_diseases,21,10.876669
amino_acid_metabolism_inborn_errors & behcet_syndrome,amino_acid_metabolism_inborn_errors,7,behcet_syndrome,26,10.866985
anemia_aplastic & leukemia_b_cell,anemia_aplastic,10,leukemia_b_cell,155,10.864006
hypotrichosis & muscular_diseases,hypotrichosis,139,muscular_diseases,191,10.85576
ectodermal_dysplasia & rheumatic_diseases,ectodermal_dysplasia,95,rheumatic_diseases,259,10.806578
movement_disorders & parkinsonian_disorders,movement_disorders,189,parkinsonian_disorders,235,10.774359
craniofacial_abnormalities & spinocerebellar_ataxias,craniofacial_abnormalities,76,spinocerebellar_ataxias,273,10.750628
craniofacial_abnormalities & hair_diseases,craniofacial_abnormalities,76,hair_diseases,122,10.748501
death_sudden & sleep_disorders,death_sudden,79,sleep_disorders,269,10.728356
epilepsy & intellectual_disability,epilepsy,98,intellectual_disability,146,10.701304
epilepsy & glioma,epilepsy,98,glioma,114,10.687058
dyssomnias & spinal_cord_diseases,dyssomnias,94,spinal_cord_diseases,271,10.638124
immunologic_deficiency_syndromes & leukemia_myeloid_acute,immunologic_deficiency_syndromes,141,leukemia_myeloid_acute,159,10.535862
glioma & muscular_diseases,glioma,114,muscular_diseases,191,10.510508
arthritis & immunologic_deficiency_syndromes,arthritis,17,immunologic_deficiency_syndromes,141,10.50192
autoimmune_diseases & liver_cirrhosis,autoimmune_diseases,21,liver_cirrhosis,164,10.438635
autoimmune_diseases & liver_cirrhosis_biliary,autoimmune_diseases,21,liver_cirrhosis_biliary,165,10.438635
cerebellar_ataxia & spinal_cord_diseases,cerebellar_ataxia,57,spinal_cord_diseases,271,10.418076
breast_diseases & pancreatic_diseases,breast_diseases,41,pancreatic_diseases,232,10.418076
leprosy & lymphatic_diseases,leprosy,153,lymphatic_diseases,171,10.396324
cerebellar_ataxia & peripheral_nervous_system_diseases,cerebellar_ataxia,57,peripheral_nervous_system_diseases,239,10.38624
bone_diseases_metabolic & malformations_of_cortical_development,bone_diseases_metabolic,36,malformations_of_cortical_development,180,10.319754
dwarfism & dyskinesias,dwarfism,91,dyskinesias,92,10.306352
coronary_disease & muscular_dystrophies,coronary_disease,74,muscular_dystrophies,193,10.278914
cerebellar_ataxia & hypotrichosis,cerebellar_ataxia,57,hypotrichosis,139,10.262102
hypotrichosis & spinocerebellar_ataxias,hypotrichosis,139,spinocerebellar_ataxias,273,10.250931
immunologic_deficiency_syndromes & leprosy,immunologic_deficiency_syndromes,141,leprosy,153,10.228038
amino_acid_metabolism_inborn_errors & nervous_system_diseases,amino_acid_metabolism_inborn_errors,7,nervous_system_diseases,211,10.207671
arthritis & vasculitis,arthritis,17,vasculitis,296,10.196593
hair_diseases & leprosy,hair_diseases,122,leprosy,153,10.127852
blood_platelet_disorders & immunologic_deficiency_syndromes,blood_platelet_disorders,31,immunologic_deficiency_syndromes,141,10.091193
craniofacial_abnormalities & exophthalmos,craniofacial_abnormalities,76,exophthalmos,100,10.077
motor_neuron_disease & peripheral_nervous_system_diseases,motor_neuron_disease,187,peripheral_nervous_system_diseases,239,10.060331
amyotrophic_lateral_sclerosis & peripheral_nervous_system_diseases,amyotrophic_lateral_sclerosis,8,peripheral_nervous_system_diseases,239,10.060331
adrenal_gland_diseases & mycobacterium_infections,adrenal_gland_diseases,4,mycobacterium_infections,196,9.882895
spinal_cord_diseases & spinocerebellar_degenerations,spinal_cord_diseases,271,spinocerebellar_degenerations,274,9.803049
charcot_marie_tooth_disease & ovarian_diseases,charcot_marie_tooth_disease,60,ovarian_diseases,228,9.776902
hereditary_sensory_and_motor_neuropathy & ovarian_diseases,hereditary_sensory_and_motor_neuropathy,131,ovarian_diseases,228,9.776902
amino_acid_metabolism_inborn_errors & arthritis,amino_acid_metabolism_inborn_errors,7,arthritis,17,9.705513
glioma & vascular_diseases,glioma,114,vascular_diseases,295,9.654531
charcot_marie_tooth_disease & spinocerebellar_ataxias,charcot_marie_tooth_disease,60,spinocerebellar_ataxias,273,9.643867
hereditary_sensory_and_motor_neuropathy & spinocerebellar_ataxias,hereditary_sensory_and_motor_neuropathy,131,spinocerebellar_ataxias,273,9.643867
arthritis & muscular_diseases,arthritis,17,muscular_diseases,191,9.569595
amyotrophic_lateral_sclerosis & spastic_paraplegia_hereditary,amyotrophic_lateral_sclerosis,8,spastic_paraplegia_hereditary,270,9.522756
autoimmune_diseases & hemorrhagic_disorders,autoimmune_diseases,21,hemorrhagic_disorders,129,9.442425
neoplasms & retinitis_pigmentosa,neoplasms,200,retinitis_pigmentosa,258,9.377716
amino_acid_metabolism_inborn_errors & lysosomal_storage_diseases,amino_acid_metabolism_inborn_errors,7,lysosomal_storage_diseases,175,9.359885
anemia_aplastic & leukemia_lymphocytic_chronic_b_cell,anemia_aplastic,10,leukemia_lymphocytic_chronic_b_cell,156,9.358939
albuminuria & behcet_syndrome,albuminuria,5,behcet_syndrome,26,9.348281
behcet_syndrome & proteinuria,behcet_syndrome,26,proteinuria,246,9.348281
mycobacterium_infections & nervous_system_diseases,mycobacterium_infections,196,nervous_system_diseases,211,9.338571
pancreatic_diseases & spondylitis_ankylosing,pancreatic_diseases,232,spondylitis_ankylosing,278,9.281476
heart_defects_congenital & peripheral_nervous_system_diseases,heart_defects_congenital,125,peripheral_nervous_system_diseases,239,9.238519
malformations_of_cortical_development & spinocerebellar_ataxias,malformations_of_cortical_development,180,spinocerebellar_ataxias,273,9.189227
ankylosis & death_sudden,ankylosis,13,death_sudden,79,9.152951
disorders_of_sex_development & spondylitis,disorders_of_sex_development,89,spondylitis,277,8.990299
arthritis & spondylitis,arthritis,17,spondylitis,277,8.978402
albuminuria & immune_system_diseases,albuminuria,5,immune_system_diseases,140,8.968928
immune_system_diseases & proteinuria,immune_system_diseases,140,proteinuria,246,8.968928
amyotrophic_lateral_sclerosis & spinal_cord_diseases,amyotrophic_lateral_sclerosis,8,spinal_cord_diseases,271,8.957829
celiac_disease & immunologic_deficiency_syndromes,celiac_disease,55,immunologic_deficiency_syndromes,141,8.935131
immunologic_deficiency_syndromes & malabsorption_syndromes,immunologic_deficiency_syndromes,141,malabsorption_syndromes,178,8.935131
amino_acid_metabolism_inborn_errors & immune_system_diseases,amino_acid_metabolism_inborn_errors,7,immune_system_diseases,140,8.901623
hair_diseases & neoplasms,hair_diseases,122,neoplasms,200,8.896165
craniofacial_abnormalities & hypersensitivity,craniofacial_abnormalities,76,hypersensitivity,134,8.888488
disorders_of_sex_development & spondylarthropathies,disorders_of_sex_development,89,spondylarthropathies,276,8.879436
head_and_neck_neoplasms & lung_diseases_obstructive,head_and_neck_neoplasms,123,lung_diseases_obstructive,168,8.856975
autoimmune_diseases & precursor_cell_lymphoblastic_leukemia_lymphoma,autoimmune_diseases,21,precursor_cell_lymphoblastic_leukemia_lymphoma,243,8.763781
muscular_diseases & spinal_cord_diseases,muscular_diseases,191,spinal_cord_diseases,271,8.72946
anemia_aplastic & hemorrhagic_disorders,anemia_aplastic,10,hemorrhagic_disorders,129,8.714212
motor_neuron_disease & spinal_cord_diseases,motor_neuron_disease,187,spinal_cord_diseases,271,8.709448
hypersensitivity & sleep_disorders,hypersensitivity,134,sleep_disorders,269,8.70066
dyskinesias & parkinsonian_disorders,dyskinesias,92,parkinsonian_disorders,235,8.655982
dyskinesias & spinocerebellar_degenerations,dyskinesias,92,spinocerebellar_degenerations,274,8.608135
bone_diseases_metabolic & spinal_cord_diseases,bone_diseases_metabolic,36,spinal_cord_diseases,271,8.578894
polyneuropathies & vasculitis,polyneuropathies,242,vasculitis,296,8.406853
anemia_aplastic & myeloproliferative_disorders,anemia_aplastic,10,myeloproliferative_disorders,197,8.389226
leprosy & metabolism_inborn_errors,leprosy,153,metabolism_inborn_errors,184,8.383473
cranial_nerve_diseases & vascular_diseases,cranial_nerve_diseases,75,vascular_diseases,295,8.359166
spondylitis_ankylosing & varicose_veins,spondylitis_ankylosing,278,varicose_veins,294,8.323888
amino_acid_metabolism_inborn_errors & blood_platelet_disorders,amino_acid_metabolism_inborn_errors,7,blood_platelet_disorders,31,8.301495
hair_diseases & head_and_neck_neoplasms,hair_diseases,122,head_and_neck_neoplasms,123,8.288402
liver_cirrhosis & lysosomal_storage_diseases,liver_cirrhosis,164,lysosomal_storage_diseases,175,8.189201
liver_cirrhosis_biliary & lysosomal_storage_diseases,liver_cirrhosis_biliary,165,lysosomal_storage_diseases,175,8.189201
demyelinating_diseases & dwarfism,demyelinating_diseases,83,dwarfism,91,8.125762
dwarfism & multiple_sclerosis,dwarfism,91,multiple_sclerosis,190,8.125762
muscular_diseases & spinocerebellar_ataxias,muscular_diseases,191,spinocerebellar_ataxias,273,8.089448
behcet_syndrome & colitis_ulcerative,behcet_syndrome,26,colitis_ulcerative,65,8.084944
endocrine_system_diseases & hyperthyroidism,endocrine_system_diseases,97,hyperthyroidism,136,8.075339
hyperthyroidism & thyroid_diseases,hyperthyroidism,136,thyroid_diseases,284,8.075339
bone_diseases_metabolic & osteoporosis,bone_diseases_metabolic,36,osteoporosis,226,8.007694
immune_system_diseases & immunologic_deficiency_syndromes,immune_system_diseases,140,immunologic_deficiency_syndromes,141,8.006862
adenocarcinoma & spastic_paraplegia_hereditary,adenocarcinoma,2,spastic_paraplegia_hereditary,270,7.97594
immunologic_deficiency_syndromes & spondylitis_ankylosing,immunologic_deficiency_syndromes,141,spondylitis_ankylosing,278,7.945872
movement_disorders & polyneuropathies,movement_disorders,189,polyneuropathies,242,7.945676
hair_diseases & neoplasms_germ_cell_and_embryonal,hair_diseases,122,neoplasms_germ_cell_and_embryonal,205,7.895193
hair_diseases & ovarian_neoplasms,hair_diseases,122,ovarian_neoplasms,229,7.895193
amino_acid_metabolism_inborn_errors & hemorrhagic_disorders,amino_acid_metabolism_inborn_errors,7,hemorrhagic_disorders,129,7.858132
bile_duct_diseases & intestinal_neoplasms,bile_duct_diseases,27,intestinal_neoplasms,148,7.845534
behcet_syndrome & leukemia_myeloid_acute,behcet_syndrome,26,leukemia_myeloid_acute,159,7.838455
spinal_cord_diseases & spinocerebellar_ataxias,spinal_cord_diseases,271,spinocerebellar_ataxias,273,7.816731
amyotrophic_lateral_sclerosis & demyelinating_diseases,amyotrophic_lateral_sclerosis,8,demyelinating_diseases,83,7.794369
amyotrophic_lateral_sclerosis & multiple_sclerosis,amyotrophic_lateral_sclerosis,8,multiple_sclerosis,190,7.794369
demyelinating_diseases & motor_neuron_disease,demyelinating_diseases,83,motor_neuron_disease,187,7.794369
motor_neuron_disease & multiple_sclerosis,motor_neuron_disease,187,multiple_sclerosis,190,7.794369
craniofacial_abnormalities & nervous_system_diseases,craniofacial_abnormalities,76,nervous_system_diseases,211,7.790813
cerebellar_ataxia & charcot_marie_tooth_disease,cerebellar_ataxia,57,charcot_marie_tooth_disease,60,7.723501
cerebellar_ataxia & hereditary_sensory_and_motor_neuropathy,cerebellar_ataxia,57,hereditary_sensory_and_motor_neuropathy,131,7.723501
colitis_ulcerative & peripheral_nervous_system_diseases,colitis_ulcerative,65,peripheral_nervous_system_diseases,239,7.693737
dyssomnias & macular_degeneration,dyssomnias,94,macular_degeneration,177,7.688327
lipidoses & respiratory_tract_diseases,lipidoses,163,respiratory_tract_diseases,253,7.670223
peripheral_nervous_system_diseases & spondylitis_ankylosing,peripheral_nervous_system_diseases,239,spondylitis_ankylosing,278,7.634628
adenocarcinoma & adrenal_gland_diseases,adenocarcinoma,2,adrenal_gland_diseases,4,7.612737
exophthalmos & immunologic_deficiency_syndromes,exophthalmos,100,immunologic_deficiency_syndromes,141,7.590977
craniofacial_abnormalities & muscular_diseases,craniofacial_abnormalities,76,muscular_diseases,191,7.58996
dyskinesias & sleep_disorders,dyskinesias,92,sleep_disorders,269,7.573448
metabolism_inborn_errors & varicose_veins,metabolism_inborn_errors,184,varicose_veins,294,7.569285
leukemia_b_cell & myeloproliferative_disorders,leukemia_b_cell,155,myeloproliferative_disorders,197,7.523409
immune_system_diseases & metal_metabolism_inborn_errors,immune_system_diseases,140,metal_metabolism_inborn_errors,185,7.514103
hemorrhagic_disorders & precursor_cell_lymphoblastic_leukemia_lymphoma,hemorrhagic_disorders,129,precursor_cell_lymphoblastic_leukemia_lymphoma,243,7.489493
muscular_dystrophies & spinocerebellar_ataxias,muscular_dystrophies,193,spinocerebellar_ataxias,273,7.476499
amino_acid_metabolism_inborn_errors & liver_cirrhosis,amino_acid_metabolism_inborn_errors,7,liver_cirrhosis,164,7.46485
amino_acid_metabolism_inborn_errors & liver_cirrhosis_biliary,amino_acid_metabolism_inborn_errors,7,liver_cirrhosis_biliary,165,7.46485
nervous_system_diseases & stomatognathic_diseases,nervous_system_diseases,211,stomatognathic_diseases,279,7.451781
celiac_disease & colitis_ulcerative,celiac_disease,55,colitis_ulcerative,65,7.425216
celiac_disease & stomatognathic_diseases,celiac_disease,55,stomatognathic_diseases,279,7.425216
adrenal_gland_diseases & retinitis_pigmentosa,adrenal_gland_diseases,4,retinitis_pigmentosa,258,7.409079
bone_diseases_metabolic & spinocerebellar_degenerations,bone_diseases_metabolic,36,spinocerebellar_degenerations,274,7.39641
goiter & lung_diseases_obstructive,goiter,117,lung_diseases_obstructive,168,7.386516
dyskinesias & lysosomal_storage_diseases,dyskinesias,92,lysosomal_storage_diseases,175,7.372427
endocrine_system_diseases & lung_diseases_obstructive,endocrine_system_diseases,97,lung_diseases_obstructive,168,7.362128
lung_diseases_obstructive & thyroid_diseases,lung_diseases_obstructive,168,thyroid_diseases,284,7.362128
gastroenteritis & hypotrichosis,gastroenteritis,105,hypotrichosis,139,7.331133
behcet_syndrome & myeloproliferative_disorders,behcet_syndrome,26,myeloproliferative_disorders,197,7.327698
hair_diseases & psoriasis,hair_diseases,122,psoriasis,248,7.309837
muscular_diseases & stomatognathic_diseases,muscular_diseases,191,stomatognathic_diseases,279,7.259669
anemia_aplastic & liver_cirrhosis,anemia_aplastic,10,liver_cirrhosis,164,7.237029
anemia_aplastic & liver_cirrhosis_biliary,anemia_aplastic,10,liver_cirrhosis_biliary,165,7.237029
nervous_system_diseases & precursor_cell_lymphoblastic_leukemia_lymphoma,nervous_system_diseases,211,precursor_cell_lymphoblastic_leukemia_lymphoma,243,7.230874
dyskinesias & malformations_of_cortical_development,dyskinesias,92,malformations_of_cortical_development,180,7.214447
glioma & neoplasms_connective_and_soft_tissue,glioma,114,neoplasms_connective_and_soft_tissue,203,7.204449
autoimmune_diseases & blood_coagulation_disorders,autoimmune_diseases,21,blood_coagulation_disorders,29,7.202042
autoimmune_diseases & blood_coagulation_disorders_inherited,autoimmune_diseases,21,blood_coagulation_disorders_inherited,30,7.202042
leukemia_lymphocytic_chronic_b_cell & myeloproliferative_disorders,leukemia_lymphocytic_chronic_b_cell,156,myeloproliferative_disorders,197,7.191271
anemia_hemolytic & dwarfism,anemia_hemolytic,11,dwarfism,91,7.190258
cerebellar_ataxia & craniofacial_abnormalities,cerebellar_ataxia,57,craniofacial_abnormalities,76,7.174896
adrenal_gland_diseases & death_sudden,adrenal_gland_diseases,4,death_sudden,79,7.166894
arthritis & mycobacterium_infections,arthritis,17,mycobacterium_infections,196,7.155466
